structure,value
OCC(COc1ccc(cc1)C)(CO)CO,-2.122
Cc1ccc(cc1)c1nc2c(o1)cccc2,-4.168
CCCC(COC(=O)N)(COC(=O)NC)C,-2.133
CCOC(=O)N(P(=O)(N1CC1)N1CC1)OC(=O)C,-2.239
O=C(C(c1ccccc1)CNC1CN2CCC1CC2)c1ccccc1,-3.699
ON=C(c1ccccc1)c1ccccc1,-3.373
CC[C@H](NC(=O)[C@H]1CN(C)[C@H]2C(=C1)c1cccc3c1c(C2)c[nH]3)CO,-2.691
O=C1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(=O)C)C)C,-5.236
O=C(c1ccc(cc1)F)CCCN1CCC(CC1)(N1CCCCC1)C(=O)N,-3.663
FCCN1c2ccccc2Cc2c(C1=O)cccc2,-4.8
CCC(C1(CC=C)C(=O)NC(=S)NC1=O)C,-3.291
CCCCOc1nc(OCCCC)cc(c1)C(=O)N(NC)C,-4.426
OCC(=O)[C@@]1(O)[C@@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F,-3.771
O=C1NC(=O)C(N1S(=O)(=O)c1ccccc1)(c1ccccc1)c1ccccc1,-5.511
OC(=O)COc1ccc(c(c1Cl)Cl)C(=O)c1cccs1,-4.286
COc1cc(Cl)c(cc1O)Cl,-2.53
CCC(C#CCl)(C=C)O,-1.119
Oc1cccc(c1)C(=O)OCCCN1CCCCC1C,-3.02
CCNc1nc(OCC)nc(n1)CC,-3.437
CN1CCN(CC1)C(c1ccc(cc1)Cl)c1ccccc1,-2.879
CCCCCCCCCCCCOC(=O)c1ccc(cc1)O,-7.172
O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CCC2=O)C)C1)C,-4.12
CCC(c1ccc(cc1)Cl)(CO)CO,-2.915
CN1CCN(CC1)CC/C=C\1/c2ccccc2Sc2c1cc(cc2)S(=O)(=O)N(C)C,-5.766
ClC=C,-1.75
O=c1[nH]c2c(o1)cc(c(c2)Cl)O,-1.204
CCN(C(=O)CN1C(C)(C)CCC1(C)C)CC,-2.888
O=C(Nc1c(C)cccc1C)OC1CCN(C1)C(C)C,-3.873
OCC(COc1ccccc1C)O,-1.189
CO[C@@H]1[C@@H](OC(=O)c2ccc([nH]2)C)[C@@H](O)[C@@H](OC1(C)C)Oc1ccc2c(c1Cl)oc(=O)c(c2O)NC(=O)c1ccc(c(c1)CC=C(C)C)O,-7.392
Clc1c(ccc(c1Cl)Cl)c1ccc(c(c1Cl)Cl)Cl,-8.01
OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@@H](O)[C@H]1[C@H]2C[C@@H](C2=CC(=O)C=C[C@]12C)C,-2.99
OC[C@H]1O[C@@H](O[C@H]2CC[C@]3(C(=CC[C@@H]4[C@@H]3CC[C@]3([C@H]4C[C@H]4[C@@H]3[C@H](C)[C@@H]3N4C[C@H](CC3)C)C)C2)C)[C@@H]([C@H]([C@H]1O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O,-5.799
NC(=O)OCCN1OCc2c(C1)ccc(c2)[N+](=O)[O-],-2.3
Cc1cc2CCCS(=O)(=O)c2cc1S(=O)(=O)N,-4.195
COc1ccc(cc1)C(=O)O,-2.458
CC(C(c1ccccc1)(C#N)CC(N(C)C)C)C,-3.192
OC(COc1cccc2c1cccc2)CNC(C)C,-3.49
CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2C[C@@H](C2=CC(=O)C=C[C@]12C)C,-4.421
ClCCN(C(=O)NC[C@H]1O[C@H](OC)[C@@H]([C@H]([C@@H]1O)O)O)N=O,-1.561
CCCOP(=S)(SCC(=O)N1CCCC[C@H]1C)OCCC,-4.15
OCC(COc1cccc(c1)OC)O,-1.45
CN1CC2CCC(C1)N2CCOC(=O)c1ccc(cc1)N,-1.424
CCNc1nc(NC(C)C)nc(n1)Cl,-3.85
CCC(c1ccccc1)(C(=O)N)CCN1CCCCC1,-3.734
OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc(cc1Cl)Cl)C,-5.206
CCCOC(=O)c1ccco1,-1.976
FCCN(P(=O)(Cl)Cl)CCF,-1.572
O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(O)C(=O)C)C)C,-4.881
CCc1[nH]c2c(n1)n(C)c(=O)n(c2=O)C,-1.273
CCC(=O)c1ccc(cc1)N=O,-2.13
CC(CCOC(=O)c1ccccc1O)C,-3.16
Oc1cccc2c1C(=O)c1c(C2=O)cccc1O,-5.19
CCc1nc(NC(C)C)nc(n1)NC(C)C,-3.929
CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1[C@@H](O)[C@@H]1C(=C)c3cccc(c3C(=C1C2=O)O)O)O)O)C(=O)N)C,-1.768
c1cc2cccc3c2c(c1)CC3,-4.63
O=C1CCCc2c(N1CCN1CCCC1)cccc2,-3.152
COc1ccc2c(c1O)c1cccc3c1[C@@H](C2)N(C)CC3,-3.222
Nc1ccc(cc1)S(=O)(=O)Nc1cnccn1,-3.7
CCN(CC(=O)N1C(C)(C)C=CC1(C)C)CC,-2.691
OC(=O)COc1c(I)cc(cc1I)I,-6.791
CN(CCCN1c2ccccc2CCc2c1cc(Cl)cc2)C,-6.031
N#C[C@@H](c1cccc(c1)Oc1ccccc1)OC(=O)C1C(C1(C)C)(C)C,-6.03
OCC(COCc1ccc(cc1)CC)O,-2.1
CNc1ccccc1,-1.28
O=C(C(Cl)Cl)NC1=C(Cl)C(=O)c2c(C1=O)cccc2,-5.03
CCC(CO)(C)C,-1.04
CCOc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4C=C[C@@H]1O)C,-2.079
OC(COc1cccc2c1C[C@H](O)[C@@H](C2)O)CNC(C)(C)C,-1.57
Clc1c(Cl)cc(c(c1Cl)c1ccc(c(c1Cl)Cl)Cl)Cl,-8.3
CCC(C#CC(CC)(O)C)(O)C,-1.973
Nc1ccc(cc1)S(=O)(=O)N,-1.36
OC(COc1cc(C)c(c(c1C)C)OC(=O)C)CNC(C)C,-2.72
CCN1CCN(CC1)c1cc2c(cc1F)c(=O)c(cn2C1CC1)C(=O)O,-2.024
COc1cc(/C=C/C(=O)N2CCCO2)cc(c1OC(=O)C)OC,-1.945
Cc1cccc(c1)N(C(=S)Oc1ccc2c(c1)cccc2)C,-6.642
Clc1cc(NC(=O)c2c(O)c(Cl)cc(c2Cl)Cl)c(c(c1)Cl)O,-7.106
CCOC(=O)COc1ccc2c(c1)oc(cc2=O)c1ccccc1,-4.709
Clc1ccc(cc1)CN(C(=O)Nc1ccccc1)C1CCCC1,-5.91
O=C1c2ccccc2C(=O)c2c1cccc2,-5.19
OC(=O)CCCCCCCCCCCC[C@@H]1C=CCC1,-7.18
OC(COc1cccc2c1oc(c2)C(=O)C)CNC(C)C,-2.042
CCN(CCNCC(COc1ccc(cc1)C(=O)CC)O)CC,-1.708
COc1ccc(cc1OC)Cc1nccc2c1cc(OC)c(c2)OC,-3.87
CCC1(C(=O)NC(=O)N(C1=O)CN1CCCCC1)c1ccccc1,-3.404
NC(=S)N/N=C\1/c2ccccc2N(C1=O)C,-3.008
OC(=O)CN(CC(=O)O)CCN(CC(=O)O)CC(=O)O,-2.466
CCCCCCOc1ccc(cc1)C(=O)OCCCN1CCCCC1C,-6.234
C=CCN1C(=O)c2ccccc2CS1(=O)=O,-2.443
CC(C(C)C)C(C)C,-4.8
CCCCCCCc1ccc(cc1O)O,-4.007
Cl[C@H]1C=C[C@H]2[C@@H]1[C@]1(Cl)C(=C([C@]2(C1(Cl)Cl)Cl)Cl)Cl,-6.32
ClC(Br)Br,-1.9
Cc1ccc(cc1)O[P@@](=O)(Oc1ccccc1C)Oc1cccc(c1)C,-6.01
Nc1ccc(cc1)c1ccc(cc1)N,-2.7
CC(=O)O[C@H]1C[C@]2([C@H](/C/1=C(/C(=O)O)\CCC=C(C)C)C[C@H]([C@@H]1[C@]2(C)CC[C@@H]2[C@]1(C)CC[C@H]([C@H]2C)O)O)C,-8.303
CCCNC(=O)OCC(COC(=O)N)CC,-2.165
OC(=O)CNc1ccc(cc1)[N+](=O)[O-],-1.324
ClC1=C(Cl)C(C(=C1Cl)Cl)(Cl)Cl,-5.18
C=CC(NC(=S)NNC(=S)NC)C,-1.366
COC(=O)C1=C(C)NC(=C([C@@H]1c1ccccc1[N+](=O)[O-])C(=O)OC)C,-4.76
CCC(=O)c1ccc(cc1)OCC(CNCCc1ccccc1)O,-2.851
C/C=C\1/C[C@@H](C)[C@@](C)(O)C(=O)OC[C@@H]2[C@@H]3[C@H](OC1=O)CCN3CC2,-1.576
[O-][N+](=O)N(CCO[N+](=O)[O-])CCO[N+](=O)[O-],-1.219
COc1cccc(c1)Cc1cnc(nc1N)N,-2.196
CC1=CC[C@@H](CC1)C(=C)C,-4.0
ClCCN(C1CCCCC1)CCCl,-3.072
CCOC(=O)Cc1ccc2c(c1)nc(s2)c1ccccc1,-5.223
COc1c2c(CC[C@@H](c3c2ccc(c(=O)c3)SC)NC(=O)C)cc(c1OC)OC,-4.436
OC(=O)[C@@H](Cc1cc(I)c(c(c1)I)O)N,-2.86
CCOC(=O)C1(CCN(CC1)CCCNc1ccccc1)c1ccccc1,-4.964
CN(c1c(=O)[nH]c(=O)n(c1C)C1CCCCC1)C,-2.89
CCCCOc1nc(OCCCC)cc(c1)C(=O)NO,-4.2
CCCCNC(=O)OCC(COC(=O)N)(CC)CC,-3.696
Cc1ccc(cc1)C(=O)/C=N\N(C)C,-1.696
CCCCCCCCCCCC(=O)O,-4.62
Nc1ccc(cc1)S(=O)(=O)Nc1onc(c1C)C,-2.91
COCN(c1c(CC)cccc1CC)C(=O)CCl,-3.26
CCC1(N2CCCCC2)C(=O)NC(=O)NC1=O,-2.156
Clc1cccc2c1nc1ccccc1c2N,-4.58
N#CC(=NNc1ccc(cc1)Cl)C#N,-3.589
CN(c1ccc2c(c1)nc1c(c2)ccc(c1)N(C)C)C,-2.579
CC(OC(=O)C(c1ccc(cc1)Br)(c1ccc(cc1)Br)O)C,-4.93
Clc1cccc(c1)c1cccc(c1)Cl,-5.8
NNC(=O)Nc1ccccc1,-2.33
BrCCC(C)C,-2.89
CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(C1=O)COC,-2.427
NC(=O)OCC(c1ccccc1)(c1ccccc1)COC(=O)N,-3.13
CC(N(C(C)C)CCN1CCCCc2c1cccc2)C,-4.551
CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCCCC,-5.374
CCN(CCC(c1cccc2c1cccc2)(C(=O)N)C(C)C)C,-4.63
Cc1cc(N)nc(n1)C,-1.28
N[C@H](C(=O)O)CSSC[C@@H](C(=O)O)N,-3.102
Cl/N=C/1\C=CC(=O)C=C1,-1.311
CC(OC(=O)C(c1ccc(cc1)Cl)(c1ccc(cc1)Cl)O)C,-4.53
CCN(C(C(=O)c1ccccc1)C)CC,-2.287
CN(CC/C=C\1/c2ccsc2CCc2c1cccc2)C,-5.444
Clc1ccc(cc1)Cn1cc(F)c(=O)[nH]c1=O,-2.458
CN(CCn1c2ccccc2n(c2c(c1=O)cccc2)C)C,-4.599
O=C1c2ccccc2C(=O)C1(CN1CCOCC1)c1ccccc1,-2.062
[O-][N+](=O)/N=C(/n1nc(cc1C)C)\N,-1.064
CCN(CCCN(c1c(C)cccc1C)C(=O)Cc1ccccc1)CC,-5.989
ClCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)F)CCCl,-5.993
CSc1c(Cl)nc(nc1N1CCN(CC1)C)NC(C)C,-2.495
OS(=O)(=O)SCCNC1CCCCCC1,-1.12
CN(CCCn1c2CCCCCCc2c2c1cccc2)C,-5.166
CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.21
O=C1OC2(c3c1cccc3)c1cc(I)c(c(c1Oc1c2cc(I)c(c1I)O)I)O,-3.077
Cl/N=C/1\C=C/C(=N/Cl)/C=C1,-3.643
CCOC(=O)N(C(=O)CSP(=S)(OCC)OCC)C,-2.52
CC(C(=O)c1ccccc1)CN1CCCCC1,-2.878
CCC(COC(=O)N)COC(=O)NC,-1.12
BrCC(C)C,-2.43
Oc1ccc(c2c1CCC2)Cl,-2.977
CCCCC1C(=O)N(N(C1=O)c1ccc(cc1)O)c1ccccc1,-3.733
CCC[C@H](Cl)C,-2.63
CCOP(=O)(Cc1ccc(cc1)c1nc2c(s1)cccc2)OCC,-4.002
O=C(c1ccccc1)/C=N/N1CCOCC1,-1.101
CCC1(C(=O)NC(=O)NC1=O)C1=CCCCCC1,-3.0
C/C=C/CC1(CC)C(=O)NC(=O)NC1=O,-1.906
NC(=O)OC(COc1ccccc1C)COC(C)C,-3.139
Clc1ccc(c(c1)C(=O)O)O,-1.237
ClCCN(Cc1ccccc1)Cc1ccccc1,-3.673
O=C(c1ccc(cc1)[N+](=O)[O-])Nc1cccnc1,-2.978
OC(C(CC([N+](=O)[O-])([N+](=O)[O-])Br)O)c1ccccc1,-1.707
O=C1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@]1(O)CC[C@@H]2C1=CC(=O)OC1)C)C,-3.304
CCCCOCCNc1ccc(cc1C(=O)N)Cl,-3.729
OC(C(COC(=O)N)(Cl)Cl)c1ccc(cc1)Cl,-3.418
CN1CCCC1c1cn(c2c1cccc2)C,-2.144
N#CN/C(=N/c1ccc(cc1)Cl)/N,-1.961
Nc1ccc(cc1)C(=O)N(c1ncccc1C)C,-2.884
CCC(=O)c1ccc(cc1)OCC(CN1CCN(CC1)c1ccccc1)O,-3.11
CCCC(COC(=O)N)(COC(=O)NC(C#C)(C)C)C,-3.433
OCC(=O)c1ccc(c(c1)OC)O,-1.783
CCC1(C(C=C(C)C)C)C(=O)NC(=O)NC1=O,-2.523
CCC(=O)c1ccc(cc1)OCC(CN1CCC(CC1)(O)c1ccccc1)O,-3.374
OC(=O)c1c(C)cccc1C,-2.185
Clc1cc2NC(=NS(=O)(=O)c2cc1S(=O)(=O)N)c1ccccc1,-4.157
CC1(CNC1)c1ccccc1,-1.227
CN(Cc1ccc(cc1)NC(=O)C)/N=N/c1ccc(cc1)C(=O)O,-4.441
O/C=C\1/C[C@@]2(C)[C@H](CC1=O)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(C)O)C,-4.805
ClC(CC(=O)NC1=C(Cl)C(=O)c2c(C1=O)cccc2)Cl,-5.03
Clc1ccc(cc1)SCC/N=C(/CSS(=O)(=O)O)\N,-3.362
CCCCCCO,-1.24
Fc1ccc(c(c1)Cl)C1(OC1Cl)C(=O)N,-2.792
CC[N+](CCC(c1ccccc1)(c1ccccc1)C(=O)N)(C)C,-2.655
Nc1ccc2c(c1)scn2,-1.551
CSc1nnc(c(=O)n1N)C(C)(C)C,-2.25
CCCCC#C,-2.36
Nc1oc2c(n1)cc(c(c2)Cl)Br,-3.528
CC([N+](C(C)C)(CCC(c1ccccc1)(c1ccccc1)C(=O)N)C)C,-2.784
O=C(c1ccccc1)c1ccc(cc1)c1ccccc1,-5.279
CCCc1cc(OCCCCCNCCSS(=O)(=O)O)nc2c1cccc2,-4.482
OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-2.97
C=CCCCCCCCCC(=O)O,-3.4
CC(=O)N1OCc2c(C1)ccc(c2)[N+](=O)[O-],-2.253
Cc1ccc2c(c1)ccc1c2cccc1,-5.84
Cc1ccc(c(c1)O)[N+](=O)[O-],-2.751
Nc1cc2nc3cc(N)c(cc3c(c2cc1C)c1ccccc1)C,-6.306
Fc1cc(F)c(cc1F)F,-2.38
CC(N(C(=O)SCC(=C(Cl)Cl)Cl)C(C)C)C,-4.88
O=C1Nc2ccc(cc2C2(N(C1)CCO2)c1ccccc1Cl)Cl,-5.796
CCCC[C@@H]1C(=O)N(N(C1=O)c1ccc(cc1)O)c1ccccc1,-3.73
COc1ccc(cc1O)/C=C/C(=O)O,-1.431
ClCC(=O)C(C)(C)C,-1.363
C#C[C@@]1(CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@H]12)OC(=O)C,-4.79
CC(=O)Nc1ccc(cc1)I,-3.25
CCOC(=O)N1C(SC)C=Cc2c1cccc2,-4.19
NC(=O)OCCCc1ccccc1,-2.183
CC(N(C)C)CN1c2cc(ccc2Sc2c1cccc2)S(=O)(=O)N(C)C,-5.181
CCC(C(c1ccccc1)(C(=O)N)CCN(C)C)C,-3.261
O=C1C[C@@H]2OCC=C3[C@H]4[C@@H]2[C@@H]2N1c1ccccc1[C@]12CCN([C@]1(C4)O)C3,-3.309
NC(c1ccccc1)c1ccccc1,-1.723
Nc1ccc2c(c1)CONC2,-1.256
ClCCN(c1ccc(cc1)OC(=O)c1ccc(cc1)OC)CCCl,-5.978
O[C@@H]1[C@@H](O[C@@H]2O[C@H](C(=O)O)[C@H]([C@@H]([C@H]2O)O)O)[C@H](O[C@@H]([C@H]1O)C(=O)O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2C(=O)C=C2[C@@]1(C)CC[C@@]1([C@H]2C[C@](C)(CC1)C(=O)O)C)C)C,-7.191
CC(CCO[N+](=O)[O-])C,-2.481
Cn1cn[nH]c1=S,-1.65
CCC(C(=O)N)C(C)C,-1.124
Cc1c(C)c(C)c(c(c1C)C)C,-5.23
COc1c(OC)ccc2c1C(=O)O[C@@H]2[C@@H]1N(C)CCc2c1cc1OCOc1c2,-4.11
OC(=O)Cc1ccc2c(c1)nc(s2)c1ccc(cc1)Cl,-4.449
ClCCN(c1ccccc1)CCCl,-3.269
Clc1ccc2c(c1)C(=NCC(=O)N2CC(F)(F)F)c1ccccc1,-5.165
O=P(c1ccccc1)(c1ccccc1)c1ccccc1,-3.647
CCOC(=O)C(=O)N1C2CCC1CN(C2)C,-1.617
OC[C@@H]([C@@H]([C@@H](Cn1c2cc(C)c(cc2nc2c1nc(=O)[nH]c2=O)C)O)O)O,-3.68
COC1=C(F)C(C(C1(F)F)(F)F)(F)F,-2.449
NC(=Nc1nc2c(s1)cccc2)N,-2.441
CC(N(C(C)C)CCC(c1ccccc1)(c1ccccc1)C(=O)N)C,-5.211
CCC(=O)c1ccc(cc1)OCC(CN1CCN(CC1)c1ccc(c(c1)C)C)O,-4.248
O=C1Nc2ccc(cc2C(=NC1O)c1ccccc1)Cl,-4.156
CC(=O)NNC(=O)c1ccccn1,-1.332
CCCC(=O)O[C@@]1(CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C)C(=O)CO,-5.069
CC(=O)C1C(=O)C=C2C(C1=O)(C)c1c(O)c(C)c(c(c1O2)C(=O)C)O,-3.59
CCCc1cc(ccn1)C(=S)N,-1.997
C1CCC(CC1)Nc1c2ccccc2nc2c1cccc2,-6.783
ONC(=O)[C@H](c1ccc(cc1)CC(C)C)C,-3.04
Nc1ccc(cc1)S(=O)(=O)Nc1nnc(s1)C(C)(C)C,-3.74
O=C(c1ccc(cc1)[N+](=O)[O-])Nc1ccccc1C,-3.596
O=C(C1=C(C)OCCC1)Nc1ccccc1,-2.56
Cc1ccc(cc1)C(C)C,-3.77
Clc1cc(Cl)c(cc1c1ccccc1)Cl,-6.27
COC(=O)Nc1[nH]c2c(n1)cc(cc2)C(=O)c1ccccc1,-3.36
COc1cnc(nc1)NS(=O)(=O)c1ccc(cc1)N,-2.58
CN([C@@H]1C(=O)C(=C([C@@]2([C@H]1C[C@H]1C(=C(O)c3c([C@@]1(C)O)cccc3O)C2=O)O)O)C(=O)N)C,-3.284
CC/C(=C(\c1ccccc1)/c1ccc(cc1)OCCN(C)C)/c1ccccc1,-6.348
OCC(COc1ccccc1)(O)C,-1.31
O=C[C@@]12CC[C@@H](C[C@@]2(O)CC[C@@H]2[C@@H]1CC[C@]1([C@]2(O)CC[C@@H]1C1=CC(=O)OC1)C)O,-2.695
Clc1ccc(c(c1)Cl)c1ccccc1,-5.25
NCCc1c[nH]c2c1cc(OC)cc2,-1.247
CCOC(=O)C1=C(C)NC(=C(C1)C(=O)OCC)C,-1.772
Clc1c(O)c(Cl)c(c(c1Cl)Cl)Cl,-4.28
CN1C(=O)CN=C(c2c1ccc(c2)[N+](=O)[O-])c1ccccc1F,-3.634
OC[C@H](COC(=O)c1ccccc1Nc1ccnc2c1ccc(c2)Cl)O,-4.57
C=CCN(CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)CC=C,-8.411
COc1ccc(cc1)n1c(C)c(N(C)C)c(=O)n(c1=O)C,-2.165
CC1NC(C)(C)C2CC1CC2,-1.368
CCCc1[nH]c2c(n1)n(C)c(=O)n(c2=O)C,-1.794
Clc1cccc(c1)C(=O)N,-1.626
O=c1[nH]c2ccccc2c(c1)C(=O)O,-1.994
CCCOC(=O)C(=C)C,-2.065
Cc1ccc(c(c1)O)C(C)C,-2.22
OC(=O)c1ccccc1Sc1ccccc1,-4.15
OC(=O)c1cc(O)c(c(c1)O)O,-1.16
OC(=O)Cc1csc2c1cccc2,-2.28
N/C(=N\Cc1ccc(c(c1)C)C)/CSS(=O)(=O)O,-2.899
Nc1ccc(c(c1)Cl)Cl,-3.24
COc1ccc2c3c1cccc3C(=O)c1c2cccc1,-6.315
COC(=O)c1c(C)ccc(c1OCCN1CCCCC1)C(C)C,-4.766
O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@]1(O)CC[C@@H]2C1=CC(=O)OC1)C)C,-4.185
COc1c(oc2c1cc1ccc(=O)oc1c2)C(C)C,-4.122
COc1ccc(c(c1)C=O)OC,-2.32
CCOC(=O)N1CCCc2c1cccc2,-4.04
N/C(=N\C1CC2C(C1(C)CC2)(C)C)/CSS(=O)(=O)O,-3.612
OC(c1ccccc1)c1ccccc1,-2.55
OCCCC(C)(C)C,-1.55
CCCCCOc1ccc(cc1)/C=C/C(=O)NO,-3.816
CN(CCCN1c2ccccc2Sc2c1cc(cc2)C(=O)C)C,-3.565
c1ccc2c(c1)nc1c(c2)cccc1,-3.67
CCCCCCCO,-1.81
Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)[NH+](CC1)[O-],-2.705
Clc1cccc(c1)C1NCCS1,-1.392
BrCCN(c1ccc(cc1)S(=O)(=O)N)CCBr,-3.908
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.06
NCC(CSc1ccc(c(c1)Cl)Cl)O,-1.616
CNS(=O)(=O)Cc1ccc2c(c1)c(CCN(C)C)c[nH]2,-1.141
CCCC(C1(C)OCC(O1)CO)C,-2.594
Oc1cc(O)cc(c1)O,-1.075
CCCCNC(=O)OCC(CC(C)C)(COC(=O)N)C,-4.155
OC(=O)CCC(=O)c1ccc(c(c1)Cl)C1CCCCC1,-5.537
O[C@H]1[C@@H](N)C[C@@H](O[C@H]1C)O[C@H]1C[C@@](O)(Cc2c1c(O)c1c(c2O)C(=O)c2c(C1=O)cccc2)C(=O)C,-4.145
Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1,-4.671
CSc1ccc2c(c1)N(CCC1CCCNC1)c1c(S2)cccc1,-3.759
CCC(C1CCCC1)CNCCCSS(=O)(=O)O,-2.623
CCOC(=O)c1c(C)ccc(c1OCCN1CCOCC1)C(C)C,-3.81
CC(N(C(C)C)CCCN1CCCCc2c1cccc2)C,-5.073
OC(=O)/C=C/c1c[nH]cn1,-1.96
BrCCBr,-1.68
CCn1c(C)cnc1[N+](=O)[O-],-1.971
CCc1oc2c(c1C(=O)c1cc(I)c(c(c1)I)O)cccc2,-8.02
CC(SC(C)C)C,-2.24
Cc1ccc(cc1)[N+](=O)[O-],-2.49
CCCNC(=O)Nc1ncco1,-1.284
CN(CCCOC(=O)COc1c(ccc(c1C(=O)OC(C)C)C)C(C)C)C,-4.844
COc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2)O,-3.233
CC(OP(=O)(OC(C)C)F)C,-1.078
CCCCOC(=O)c1ccccc1,-3.48
O=COCCC(C)C,-1.52
CCOc1ccc(cc1OCC)Cc1nccc2c1cc(OCC)c(c2)OCC,-6.665
OCC/C(=C(/N(Cc1cnc(nc1N)C)C=O)\C)/SSCCC,-3.151
Cc1cc(OCCCCCNCCSS(=O)(=O)O)nc2c1cccc2,-3.439
Fc1ccc2c(c1)nc(o2)N,-1.694
CCCC1(CCN(C1)CCc1ccc(cc1)O)c1cccc(c1)O,-4.061
O=C(C1=C(O)c2ccccc2S(=O)(=O)N1C)Nc1ccccn1,-4.16
CN(Cc1ccccc1)CCC(c1cccc2c1cccc2)(C(=O)N)C(C)C,-6.12
COP(=S)(Oc1ccc(cc1)[N+](=O)[O-])OC,-3.68
Brc1c(Br)cccc1Br,-5.04
CN(c1c(=O)n(C2CCCCC2)c(=O)n(c1C)C)C,-3.171
Cc1ccc(cc1)N/N=C/1\C(=O)CC(C\C1=N/NC(=O)c1cnc([nH]c1=O)C)(C)C,-6.536
CCOc1ccc(cc1)C(=O)OCCN(CC)CC,-2.71
C=CCOc1ccccc1C(=O)N(CC)CC,-3.156
CCCC(COC(=O)NCC)(COC(=O)NCC)C,-3.675
C/C(=C\CCC1[C@](C)(O)CCC2[C@]1(C)CCCC2(C)C)/CC[C@@H]1C(=C)CCCC1(C)C,-11.793
Oc1ccc(cc1)S(=O)(=O)N1C(=O)NC(=O)C1(c1ccccc1)c1ccccc1,-4.075
CN1CC2CCC(C1)N2C(=O)c1ccc(cc1)Cl,-2.567
ClCCN(C(=O)NC1CCC(CC1)C)N=O,-3.826
Clc1ccc(c(c1)c1ccc(c(c1)Cl)Cl)Cl,-7.25
Cc1n(C2CCCCC2)c(=O)n(c(=O)c1N1CCOCC1)C,-3.147
CCOC(C(CO)(CC)CC)OCC,-1.962
Clc1ccc(nc1)OCCCNCCSS(=O)(=O)O,-1.12
CC(=O)NC1CCCCC1,-1.576
COCCCNc1nc(SC)nc(n1)NC(C)C,-2.93
C=CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)OP(=O)(O)O)CCCC2,-4.082
OC(=O)CCS(=O)(=O)CCC(=O)O,-1.967
ClC1=C(Cl)[C@@]2(C([C@@]1(Cl)[C@H]1[C@@H]2[C@H]2C[C@@H]1[C@@H]1[C@H]2O1)(Cl)Cl)Cl,-6.29
O=C(c1ccccc1)Cc1ccccc1C(=O)O,-3.447
Cc1ccc(nc1)OCCCCCNCCSS(=O)(=O)O,-1.932
OC(=O)c1ccccc1C(F)(F)F,-1.6
OCC(=O)[C@H]1CC[C@H]2[C@@]31C[C@H](O[C@@H]3O)[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,-3.85
O[C@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@]31O[C@@H]3[C@@H]([C@@H]2c1ccc(=O)oc1)OC(=O)C)C)C,-4.05
CN(CC/C=C/1\c2ccccc2SCc2c1cccc2)C,-5.291
O=C(N(c1ccccc1C(=O)N(c1ccccc1)C)C)CN1CCOCC1,-3.407
Clc1ccc(c(c1)Cl)O,-1.55
OC(=O)c1cc(I)c(c(c1)I)N,-4.846
CCCCCC1CCCCN1CCCOC(=O)c1ccccc1,-5.426
CCC(C=O)CC,-1.52
CCCC(C)C,-3.74
